"Variable","Variable Label","Possible Values","Column Type","Column Name"
"PERSID","Persistent Identifier","","int64","Persistent_Identifier"
"FLOW","Categories relating to labour force gross flows","Aged 15 at both quarters, Entrant to working-age between first and final quarter, In employment at first quarter; in employment at final quarter (EE), In employment at first quarter; unemployed at final quarter (EU), In employment at first quarter; inactive at final quarter (EN), Unemployed at first quarter; in employment at final quarter (UE), Unemployed at first quarter; unemployed at final quarter (UU), Unemployed at first quarter; inactive at final quarter (UN), Inactive at first quarter; in employment at final quarter (NE), Inactive at first quarter; unemployed at final quarter (NU), Inactive at first quarter; inactive at final quarter (NN), Reached retirement age by final quarter, Does not apply, No answer","object","Categories_relating_to_labour_force_gross_flows"
"ANFLOW","Categories relating to labour force gross flows across all five quarters","Entering, In employment in all quarters (E), Unemployed in all quarters (U), Inactive in all quarters (N), In employment at first quarter; unemployed at final quarter (EU), In employment at first quarter; inactive at final quarter (EN), Unemployed at first quarter; inactive at final quarter (UN), Unemployed at first quarter; in employment at final quarter (UE), Inactive at first quarter; in employment at final quarter (NE), Inactive at first quarter; unemployed at final quarter (NU), Employed at first; unemployed; in employment at final quarter(EUE), Employed at first; inactive; in employment at final quarter (ENE), Unemployed at first; inactive; unemployed at final quarter (UNU), Unemployed at first; employed; unemployed at final quarter (UEU), Inactive at first; employed; inactive at final quarter (NEN), Inactive at first; unemployed; inactive at last quarter (NUN), Employed at first; unemployed; inactive at final quarter (EUN), Employed at first; inactive; unemployed at final quarter (ENU), Unemployed at first; employed; inactive at final quarter (UEN), Unemployed at first; inactive; employed at final quarter (UNE), Inactive at first; employed; unemployed at final quarter (NEU), Inactive at first; unemployed; employed at final quarter (NUE), 3 or 4 moves between categories, Leaving","object","Categories_relating_to_labour_force_gross_flows_across_all_fiv"
"LGWT22","Longitudinal weight 2022","No answer, Does not apply","int64","Longitudinal_weight_2022"
"SC20MMJ5","Occupation in Main Job SOC2020 Major Group","Managers, Directors And Senior Officials, Professional Occupations, Associate Professionaloccupations, Administrative And Secretarial Occupations, Skilled Trades Occupations, Caring, Leisure And Other Service Occupations, Sales And Customer Service Occupations, Process, Plant And Machine Operatives, Elementary Occupations","object","Occupation_in_Main_Job_SOC2020_Major_Group"
"SOC20M5","Occupation in Main Job SOC2020 Unit Level","Elementary administration occupations n.e.c., Window cleaners, Street cleaners, Cleaners and domestics, Launderers, dry cleaners and pressers, Refuse and salvage occupations, Vehicle valeters and cleaners, Elementary cleaning occupations n.e.c., National government administrative occupations, Local government administrative occupations, Officers of non-governmental organisations, Large goods vehicle drivers, Bus and coach drivers, Taxi and cab drivers and chauffeurs, Delivery drivers and couriers, Driving instructors, Credit controllers, Book-keepers, payroll managers and wages clerks, Bank and post office clerks, Finance officers, Crane drivers, Fork-lift truck drivers, Financial administrative occupations n.e.c., Records clerks and assistants, Pensions and insurance clerks and assistants, Stock control clerks and assistants, Transport and distribution clerks and assistants, Laboratory technicians, Electrical and electronics technicians, Engineering technicians, Building and civil engineering technicians, Quality assurance technicians, Planning, process and production technicians, Office managers, Office supervisors, Science, engineering and production technicians n.e.c., CAD, drawing and architectural technicians, Bar staff, Coffee shop workers, Customer service occupations n.e.c., Customer service supervisors, Other elementary services occupations n.e.c., Sales administrators, Data entry administrators, IT operations technicians, IT user support technicians, Database administrators and web content technicians, Chemical scientists, Biological scientists, Biochemists and biomedical scientists, Physical scientists, Social and humanities scientists, Travel agents, Air travel assistants, Rail travel assistants, Natural and social science professionals n.e.c., Civil engineers, Mechanical engineers, Electrical engineers, Electronics engineers, Production and process engineers, Aerospace engineers, Engineering project managers and project engineers, Engineering professionals n.e.c., IT project managers, IT managers, IT business analysts, architects and systems designers, Programmers and software development professionals, Chief executives and senior officials, IT quality and testing professionals, IT network professionals, Information technology professionals n.e.c., Metal plate workers, smiths, moulders and related occupation, Web design professionals, Pipe fitters, Cleaning and housekeeping managers and supervisors, Production managers and directors in manufacturing, Production managers and directors in construction, Mental health nurses, Metal machining setters and setter-operators, Tool makers, tool fitters and markers-out, Conservation professionals, Environment professionals, Air-conditioning and refrigeration installers and repairers, Bed and breakfast and guest house owners and proprietors, Financial managers and directors, Marketing, sales and advertising directors, Public relations and communications directors, Purchasing managers and directors, Charitable organisation managers and directors, Human resource managers and directors, Research and development (R&D) managers, Aircraft maintenance and related trades, Medical secretaries, Directors in logistics, warehousing and transport, School secretaries, Company secretaries and administrators, Personal assistants and other secretaries, Receptionists, Typists and related keyboard occupations, Telecoms and related network installers and repairers, TV, video and audio servicers and repairers, Computer system and equipment installers and servicers, Security system installers and repairers, Managers and directors in retail and wholesale, Electrical and electronic trades n.e.c., Skilled metal, electrical and electronic trades supervisors, Officers in armed forces, Senior police officers, Senior officers in fire, ambulance, prison and related servi, Pharmaceutical technicians, Medical and dental technicians, Complementary health associate professionals, Health associate professionals n.e.c., Social services managers and directors, Youth and community workers, Child and early years officers, Housing officers, Counsellors, Welfare and housing associate professionals n.e.c., Higher level teaching assistants, Early education and childcare practitioners, Generalist medical practitioners, Specialist medical practitioners, Police community support officers, Veterinary nurses, Construction and building trades n.e.c., Physiotherapists, Occupational therapists, Speech and language therapists, Psychotherapists and cognitive behaviour therapists, Clinical psychologists, Other psychologists, Therapy professionals n.e.c., Midwifery nurses, Community nurses, Specialist nurses, Nurse practitioners, Managers and proprietors in agriculture and horticulture, Children's nurses, Other nursing professionals, Steel erectors, Veterinarians, Bricklayers, Roofers, roof tilers and slaters, Plumbers & heating and ventilating installers and repairers, Carpenters and joiners, Hotel and accommodation managers and proprietors, Restaurant and catering establishment managers and proprieto, Publicans and managers of licensed premises, Leisure and sports managers, Plasterers, Floorers and wall tilers, Pharmacists, Optometrists, Dental practitioners, Medical radiographers, Paramedics, Residential, day and domiciliary care managers and proprieto, Early education and childcare services proprietors, Construction and building trades supervisors, Other health professionals n.e.c., Managers in transport and distribution, Managers in storage and warehousing, Health care practice managers, Mobile machine drivers and operatives n.e.c., Podiatrists, Property, housing and estate managers, Garage managers and proprietors, Hairdressing and beauty salon managers and proprietors, Waste disposal and environmental services managers, Managers and directors in the creative industries, Betting shop and gambling establishment managers, Hire services managers and proprietors, Directors in consultancy services, Managers and proprietors in other services n.e.c., Non-commissioned officers and other ranks, Police officers (sergeant and below), Marine and waterways transport operatives, Prison service officers (below principal officer), Protective service associate professionals n.e.c., Road transport drivers n.e.c., Rail transport operatives, Call and contact centre occupations, Elementary sales occupations n.e.c., Higher education teaching professionals, Further education teaching professionals, Telephonists, Primary education teaching professionals, Nursery education teaching professionals, Special needs education teaching professionals, Teachers of English as a foreign language, Teaching professionals n.e.c., Head teachers and principals, Education managers, Education advisers and school inspectors, Early education and childcare services managers, Market research interviewers, Other educational professionals n.e.c, Customer service managers, Waiters and waitresses, Managers in logistics, Footwear and leather working trades, Tailors and dressmakers, Textiles, garments and related trades n.e.c., Pre-press technicians, Printers, Print finishing and binding workers, Leisure and theme park attendants, Butchers, Bakers and flour confectioners, Fishmongers and poultry dressers, Chefs, Cooks, Catering and bar managers, Glass and ceramics makers, decorators and finishers, Furniture makers and other craft woodworkers, Florists, Other skilled trades n.e.c., Artists, Authors, writers and translators, Actors, entertainers and presenters, Dancers and choreographers, Musicians, Arts officers, producers and directors, Photographers, audio-visual and broadcasting equipment opera, Interior designers, Clothing, fashion and accessories designers, Warehouse operatives, Design occupations n.e.c., Sports players, Sports coaches, instructors and officials, Fitness and wellbeing instructors, Barristers and judges, Solicitors and lawyers, Legal professionals n.e.c., Chartered and certified accountants, Finance and investment analysts and advisers, Taxation experts, Other administrative occupations n.e.c., Delivery operatives, Management consultants and business analysts, Marketing and commercial managers, Actuaries, economists and statisticians, Business and related research professionals, Professional/Chartered company secretaries, Business, research and administrative professionals n.e.c., Business and financial project management professionals, Sports and leisure assistants, Chartered architectural technologists, planning officers and, Quantity surveyors, Chartered surveyors, Construction project managers and related professionals, Train and tram drivers, Social workers, Probation officers, Clergy, Youth work professionals, Welfare professionals n.e.c., Fire service officers (watch manager and below), Archivists and curators, Quality control and planning engineers, Quality assurance and regulatory professionals, Environmental health professionals, Aircraft pilots and air traffic controllers, Ship and hovercraft officers, Newspaper and periodical editors, Newspaper and periodical journalists and reporters, Public relations professionals, Advertising accounts managers and creative directors, Legal associate professionals, Leisure and travel service occupations n.e.c., Brokers, Insurance underwriters, Financial and accounting technicians, Financial accounts managers, Hairdressers and barbers, Air transport operatives, Importers and exporters, Project support officers, Data analysts, Business associate professionals n.e.c., Buyers and procurement officers, Business sales executives, Merchandisers, Marketing associate professionals, Estate agents and auctioneers, Sales accounts and business development managers, Events and exhibition managers and organisers, Public services associate professionals, Librarians, Beauticians and related occupations, Human resources and industrial relations officers, Careers advisers and vocational guidance specialists, Information technology trainers, Other vocational and industrial trainers, Inspectors of standards and regulations, Health and safety managers and officers, Cyber security professionals, Elected officers and representatives, Human resources administrative occupations, Legal secretaries, Sheet metal workers, Shelf fillers, Communication operators, Welding trades, Elementary storage occupations n.e.c., Managers and proprietors in forestry, fishing and related se, Graphic and multimedia designers, Secondary education teaching professionals, Elementary storage supervisors, Production managers and directors in mining and energy, Painters and decorators, Metal working production and maintenance fitters, Bar and catering supervisors, Parking and civil enforcement occupations, Precision instrument makers and repairers, Other drivers and transport operatives n.e.c., Hospital porters, Care workers and home carers, Vehicle technicians, mechanics and electricians, Vehicle body builders and repairers, Vehicle paint technicians, Kitchen and catering assistants, Sales and retail assistants, Other researchers, unspecified discipline, Functional managers and directors n.e.c., Boat and ship builders and repairers, Rail and rolling stock builders and repairers, Vehicle and parts salespersons and advisers, Upholsterers, Electricians and electrical fitters, Care escorts, Collector salespersons and credit agents, Security guards and related occupations, Debt, rent and other cash collectors, Electrical service and maintenance mechanics and repairers, Housekeepers and related occupations, Estimators, valuers and assessors, Information technology directors, School midday and crossing patrol occupations, Sales related occupations n.e.c., Caretakers, Exam invigilators, Stonemasons and related trades, Senior care workers, Early education and childcare assistants, Teaching assistants, Dispensing opticians, Health services and public health managers and directors, Library clerks and assistants, Architects, Farm workers, Forestry and related workers, Fishing and other elementary agriculture occupations n.e.c., Groundworkers, Elementary construction occupations n.e.c., Industrial cleaning process occupations, Packers, bottlers, canners and fillers, Food, drink and tobacco process operatives, Textile process operatives, Chemical and related process operatives, Plastics process operatives, Elementary process plant occupations n.e.c., Process operatives n.e.c., Metal working machine operatives, Travel agency managers and proprietors, Glaziers, window fabricators and fitters, Paper and wood machine operatives, Mining and quarry workers and related operatives, Energy plant operatives, Water and sewerage plant operatives, Printing machine assistants, Retail cashiers and check-out operators, Telephone salespersons, Pharmacy and optical dispensing assistants, Plant and machine operatives n.e.c., Assemblers (electrical and electronic products), Assemblers (vehicles and metal goods), Routine inspectors and testers, Weighers, graders and sorters, Tyre, exhaust and windscreen fitters, Sewing machinists, Roundspersons and van salespersons, Market and street traders and assistants, Assemblers and routine operatives n.e.c., Scaffolders, stagers and riggers, Road construction operatives, Rail construction and maintenance operatives, Visual merchandisers and related occupations, Shopkeepers and owners - retail and wholesale, Sales supervisors - retail and wholesale, Undertakers, mortuary and crematorium assistants, Construction operatives n.e.c., Production, factory and assembly supervisors, Educational support assistants, Childminders, Nannies and au pairs, Playworkers, Pest control officers, Animal care services occupations n.e.c., Nursing auxiliaries and assistants, Ambulance staff (excluding paramedics), Dental nurses, Houseparents and residential wardens, Farmers, Horticultural trades, Gardeners and landscape gardeners, Groundsmen and greenkeepers, Postal workers, mail sorters and messengers, Metal making and treating process operatives, Agricultural and fishing trades n.e.c.","object","Occupation_in_Main_Job_SOC2020_Unit_Level"
"sc2010m5","SOC2020 mapped to SOC2010 Main Job Unit Code","6144  'Houseparents and residential wardens', 6145  'Care workers and home carers', 6146  'Snr care workers', 6147  'Care escorts', 6148  'Undertakers, mortuary and crematorium assistants', 9231  'Window cleaners', 4112  'National government administrative occupations', 4113  'Local government administrative occupations', 4114  'Officers of non-governmental organisations', 8211  'Large goods vehicle drivers', 8212  'Van drivers', 8213  'Bus and coach drivers', 8214  'Taxi and cab drivers and chauffeurs', 8215  'Driving instructors', 4121  'Credit controllers', 4122  'Book-keepers, payroll mngrs and wages clerks', 4123  'Bank and post office clerks', 4124  'Finance officers', 8221  'Crane drivers', 8222  'Fork-lift truck drivers', 8223  'Agricultural machinery drivers', 4129  'Financial administrative occupations n.e.c.', 4131  'Records clerks and assistants', 4132  'Pensions and insurance clerks and assistants', 4133  'Stock control clerks and assistants', 4134  'Transport and distribution clerks and assistants', 3111  'Laboratory technicians', 3112  'Electrical and electronics technicians', 3113  'Engineering technicians', 3114  'Building and civil engineering technicians', 3115  'Quality assurance technicians', 3116  'Planning, process and production technicians', 7213  'Telephonists', 7214  'Communication operators', 3119  'Science, engineering and prodctn technicians n.e.c.', 3121  'Architectural and town planning technicians', 3122  'Draughtspersons', 7219  'Customer service occupations n.e.c.', 7220  'Customer service mngrs and supervisors', 4151  'Sales administrators', 9272  'Kitchen and catering assistants', 9273  'Waiters and waitresses', 9274  'Bar staff', 3131  'IT operations technicians', 3132  'IT user support technicians', 2111  'Chemical scientists', 2112  'Biological scientists and biochemists', 2113  'Physical scientists', 2114  'Social and humanities scientists', 6211  'Sports and leisure assistants', 6212  'Travel agents', 6214  'Air travel assistants', 2119  'Natural and social science professionals n.e.c.', 2121  'Civil engineers', 2122  'Mechanical engineers', 2123  'Electrical engineers', 2124  'Electronics engineers', 6221  'Hairdressers and barbers', 2126  'Design and development engineers', 2127  'Production and process engineers', 2129  'Engineering professionals n.e.c.', 2133  'IT specialist mngrs', 2134  'IT project and programme mngrs', 6231  'Housekeepers and related occupations', 2136  'Programmers and software development professionals', 2137  'Web design and development professionals', 2139  'IT and telecommunications professionals', 1116  'Elected officers and representatives', 2141  'Conservation professionals', 5214  'Metal plate workers, and riveters', 5215  'Welding trades', 6240  'Cleaning and housekeeping mngrs and supervisors', 1121  'Production mngrs and directors in manufacturing', 1122  'Production mngrs and directors in construction', 1123  'Production mngrs and directors in mining and energy', 5221  'Metal machining setters and setter-operators', 2150  'Research and development mngrs', 5223  'Metal working production and maintenance fitters', 5224  'Precision instrument makers and repairers', 5225  'Air-conditioning and refrigeration engineers', 1131  'Financial mngrs and directors', 1132  'Marketing and sales directors', 1133  'Purchasing mngrs and directors', 1134  'Advertising and public relations directors', 1135  'Human resource mngrs and directors', 1136  'IT and telecommunications directors', 5234  'Vehicle paint technicians', 4211  'Medical secretaries', 4212  'Legal secretaries', 4213  'School secretaries', 4214  'Company secretaries', 4215  'Personal assistants and other secretaries', 4216  'Receptionists', 4217  'Typists and related keyboard occupations', 5242  'Telecommunications engineers', 5244  'TV, video and audio engineers', 5245  'IT engineers', 1150  'Financial institution mngrs and directors', 5249  'Electrical and electronic trades n.e.c.', 5250  'Sklld metal, electrical and electrnc trades sprvsrs', 1161  'mngrs and directors in transport and distribution', 1162  'mngrs and directors in storage and warehousing', 9239  'Elementary cleaning occupations n.e.c.', 3213  'Paramedics', 3216  'Dispensing opticians', 3217  'Pharmaceutical technicians', 3218  'Medical and dental technicians', 3219  'Health associate professionals n.e.c.', 1172  'Snr police officers', 1173  'Snr offcrs in fire, amblnc, prison and related srvcs', 9241  'Security guards and related occupations', 1181  'Health servcs and public health mngrs and directors', 3231  'Youth and community workers', 1184  'Social servcs mngrs and directors', 3233  'Child and early years officers', 3234  'Housing officers', 2211  'Medical practitioners', 2212  'Psychologists', 2213  'Pharmacists', 1190  'mngrs and directors in retail and wholesale', 2215  'Dental practitioners', 2216  'Veterinarians', 2217  'Medical radiographers', 2218  'Podiatrists', 2219  'Health professionals n.e.c.', 2221  'Physiotherapists', 2222  'Occupational therapists', 2223  'Speech and language therapists', 3443  'Fitness instructors', 2229  'Therapy professionals n.e.c.', 2231  'Nurses', 2232  'Midwives', 1211  'mngrs and Prprtrs in agriculture and horticulture', 1213  'mngrs and Prprtrs in forestry, fishing and related s', 5311  'Steel erectors', 5312  'Bricklayers and masons', 5313  'Roofers, roof tilers and slaters', 5314  'Plumbers and heating and ventilating engineers', 5315  'Carpenters and joiners', 5316  'Glaziers, window fabricators and fitters', 1221  'Hotel and accommodation mngrs and prprtrs', 1223  'Restrnt and catering establishment mngrs and prprtrs', 1224  'Publicans and mngrs of licensed premises', 5321  'Plasterers', 1226  'Travel agency mngrs and prprtrs', 5323  'Painters and decorators', 5330  'Construction and building trades supervisors', 9251  'Shelf fillers', 1241  'Health care practice mngrs', 1242  'Residential, day and domic care mngrs and prprtrs', 8229  'Mobile machine drivers and operatives n.e.c.', 1251  'Property, housing and estate mngrs', 1252  'Garage mngrs and Prprtrs', 1253  'Hairdressing and beauty salon mngrs and Prprtrs', 1254  'Shopkeepers and Prprtrs ? wholesale and retail', 1255  'Waste disposal and environmental services mngrs', 1259  'mngrs and Prprtrs in other services n.e.c.', 3311  'NCOs and other ranks', 3312  'Police officers (sergeant and below)', 8232  'Marine and waterways transport operatives', 3314  'Prison service officers (below principal officer)', 3315  'Police community support officers', 3319  'Protective service associate professionals n.e.c.', 8234  'Rail transport operatives', 7211  'Call and contact centre occupations', 9242  'Parking and civil enforcement occupations', 9249  'Elementary security occupations n.e.c.', 2311  'Higher education teaching professionals', 2312  'Further education teaching professionals', 9260  'Elementary storage occupations', 2314  'Secondary education teaching professionals', 2315  'Primary and nursery education teaching professionals', 2316  'Special needs education teaching professionals', 2317  'Snr professionals of educational establishments', 2318  'Education advisers and school inspectors', 2319  'Teaching and other educational professionals n.e.c.', 4135  'Library clerks and assistants', 8239  'Other drivers and transport operatives n.e.c.', 5411  'Weavers and knitters', 5412  'Upholsterers', 5413  'Footwear and leather working trades', 5414  'Tailors and dressmakers', 5419  'Textiles, garments and related trades n.e.c.', 5421  'Pre-press technicians', 5422  'Printers', 5423  'Print finishing and binding workers', 5431  'Butchers', 5432  'Bakers and flour confectioners', 5433  'Fishmongers and poultry dressers', 5434  'Chefs', 5435  'Cooks', 5436  'Catering and bar mngrs', 5441  'Glass and ceramics makers, decorators and finishers', 5442  'Furniture makers and other craft woodworkers', 5443  'Florists', 5449  'Other skilled trades n.e.c.', 9271  'Hospital porters', 3411  'Artists', 3412  'Authors, writers and translators', 3413  'Actors, entertainers and presenters', 3414  'Dancers and choreographers', 3415  'Musicians', 3416  'Arts officers, producers and directors', 3417  'Phtgrphrs, AV and broadcasting equipment oprtrs', 3421  'Graphic designers', 3422  'Product, clothing and related designers', 9275  'Leisure and theme park attendants', 2412  'Barristers and judges', 2413  'Solicitors', 3441  'Sports players', 3442  'Sports coaches, instructors and officials', 2419  'Legal professionals n.e.c.', 2421  'Chartered and certified accountants', 2423  'Management consultants and business analysts', 2424  'Business and financial project mngmnt professionals', 2425  'Actuaries, economists and statisticians', 2426  'Business and related research professionals', 4159  'Other administrative occupations n.e.c.', 2429  'Business, research and admin professionals n.e.c.', 2431  'Architects', 2432  'Town planning officers', 2433  'Quantity surveyors', 2434  'Chartered surveyors', 2435  'Chartered architectural technologists', 2436  'Construction project mngrs and related professionals', 4161  'Office mngrs', 2442  'Social workers', 2443  'Probation officers', 2444  'Clergy', 4162  'Office supervisors', 2449  'Welfare professionals n.e.c.', 2451  'Librarians', 2452  'Archivists and curators', 8231  'Train and tram drivers', 2461  'Quality control and planning engineers', 2462  'Quality assurance and regulatory professionals', 2463  'Environmental health professionals', 3313  'Fire service officers (watch manager and below)', 2472  'Public relations professionals', 2473  'Advertising accounts mngrs and creative directors', 6215  'Rail travel assistants', 3511  'Air traffic controllers', 3512  'Aircraft pilots and flight engineers', 3513  'Ship and hovercraft officers', 5322  'Floorers and wall tilers', 3520  'Legal associate professionals', 6219  'Leisure and travel service occupations n.e.c.', 3531  'Estimators, valuers and assessors', 3532  'Brokers', 3533  'Insurance underwriters', 3534  'Finance and investment analysts and advisers', 3535  'Taxation experts', 3536  'Importers and exporters', 3537  'Financial and accounting technicians', 3538  'Financial accounts mngrs', 3539  'Business and related associate professionals n.e.c.', 8233  'Air transport operatives', 3542  'Business sales executives', 3543  'Marketing associate professionals', 3544  'Estate agents and auctioneers', 3545  'Sales accounts and business development mngrs', 3546  'Conference and exhibition mngrs and organisers', 3550  'Conservation and environmental associate prfssnls', 3561  'Public services associate professionals', 3562  'Human resources and industrial relations officers', 2471  'Journalists, newspaper and periodical editors', 6222  'Beauticians and related occupations', 3565  'Inspectors of standards and regulations', 3567  'Health and safety officers', 2135  'IT business analysts, archtcts and systms designers', 6232  'Caretakers', 1115  'Chief executives and Snr officials', 5212  'Moulders, core makers and die casters', 5213  'Sheet metal workers', 9244  'School midday and crossing patrol occupations', 9259  'Elementary sales occupations n.e.c.', 8115  'Rubber process operatives', 2142  'Environment professionals', 5216  'Pipe fitters', 5222  'Tool makers, tool fitters and markers-out', 7215  'Market research interviewers', 8137  'Sewing machinists', 5231  'Vehicle technicians, mechanics and electricians', 5232  'Vehicle body builders and repairers  ', 1225  'Leisure and sports mngrs', 8135  'Tyre, exhaust and windscreen fitters', 1139  'Functional mngrs and directors n.e.c.', 5235  'Aircraft maintenance and related trades', 9279  'Other elementary services occupations n.e.c.', 5236  'Boat and ship builders and repairers', 5237  'Rail and rolling stock builders and repairers', 8139  'Assemblers and routine operatives n.e.c.', 5241  'Electricians and electrical fitters', 7123  'Roundspersons and van salespersons', 3541  'Buyers and procurement officers', 9232  'Street cleaners', 9233  'Cleaners and domestics', 9234  'Launderers, dry cleaners and pressers', 4138  'Human resources administrative occupations', 6143  'Dental nurses', 5211  'Smiths and forge workers', 9235  'Refuse and salvage occupations', 1171  'Officers in armed forces', 9236  'Vehicle valeters and cleaners', 3563  'Vocational and industrial trainers and instructors', 3564  'Careers advisers and vocational guidance specialists', 9219  'Elementary administration occupations n.e.c.', 8149  'Construction operatives n.e.c.', 9111  'Farm workers', 9112  'Forestry workers', 9119  'Fishing and other elementary agriculture occs n.e.c.', 9120  'Elementary construction occupations', 9132  'Industrial cleaning process occupations', 9134  'Packers, bottlers, canners and fillers', 8111  'Food, drink and tobacco process operatives', 8112  'Glass and ceramics process operatives', 8113  'Textile process operatives', 8114  'Chemical and related process operatives', 9139  'Elementary process plant occupations n.e.c.', 8116  'Plastics process operatives', 8117  'Metal making and treating process operatives', 8118  'Electroplaters', 8119  'Process operatives n.e.c.', 8121  'Paper and wood machine operatives', 8122  'Coal mine operatives', 8123  'Quarry workers and related operatives', 8124  'Energy plant operatives', 8125  'Metal working machine operatives', 8126  'Water and sewerage plant operatives', 8127  'Printing machine assistants', 8129  'Plant and machine operatives n.e.c.', 8131  'Assemblers (electrical and electronic products)', 8132  'Assemblers (vehicles and metal goods)', 8133  'Routine inspectors and testers', 8134  'Weighers, graders and sorters', 7111  'Sales and retail assistants', 7112  'Retail cashiers and check-out operators', 7113  'Telephone salespersons', 7114  'Pharmacy and other dispensing assistants', 7115  'Vehicle and parts salespersons and advisers', 8141  'Scaffolders, stagers and riggers', 8142  'Road construction operatives', 8143  'Rail construction and maintenance operatives', 7121  'Collector salespersons and credit agents', 7122  'Debt, rent and other cash collectors', 3235  'Counsellors', 7124  'Market and street traders and assistants', 7125  'Merchandisers and window dressers', 7129  'Sales related occupations n.e.c.', 7130  'Sales supervisors', 6139  'Animal care services occupations n.e.c.', 2214  'Ophthalmic opticians', 6121  'Nursery nurses and assistants', 6122  'Childminders and related occupations', 6123  'Playworkers', 6125  'Teaching assistants', 6126  'Educational support assistants', 6141  'Nursing auxiliaries and assistants', 6131  'Veterinary nurses', 6132  'Pest control officers', 6142  'Ambulance staff (excluding paramedics)', 5111  'Farmers', 5112  'Horticultural trades', 5113  'Gardeners and landscape gardeners', 5114  'Groundsmen and greenkeepers', 9211  'Postal workers, mail sorters, mssngrs and couriers', 3239  'Welfare and housing associate professionals n.e.c.', 5319  'Construction and building trades n.e.c.', 5119  'Agricultural and fishing trades n.e.c.'","object","SOC2020_mapped_to_SOC2010_Main_Job_Unit_Code"
"sc2010m5j","SOC2020 mapped to SOC2010 Main Job Major Group","1  'Managers, Directors And Senior Officials', 2  'Professional Occupations', 3  'Associate Professional And Technical Occupations', 4  'Administrative And Secretarial Occupations', 5  'Skilled Trades Occupations', 6  'Caring, Leisure And Other Service Occupations', 7  'Sales And Customer Service Occupations', 8  'Process, Plant And Machine Operatives', 9  'Elementary Occupations'","object","SOC2020_mapped_to_SOC2010_Main_Job_Major_Group"
"YVARY991","Reason pay varies?","Number of hoursdays of work varies, Amounts of bonuses, tips etc varies, Number of hours overtime varies, Other reason","object","Reason_pay_varies"
"YTETJB1","Whether had paid job in addition to scheme","Yes, No","int64","Whether_had_paid_job_in_addition_to_scheme"
