"Variable","Variable Label","Possible Values","Column Type","Column Name"
"SERNUM","Sernum","","int64","Sernum"
"BENUNIT","Benefit Unit","","int64","Benefit_Unit"
"ADBTBL","Keep up with bills and regular debt repayments","Yes , No ","object","Keep_up_with_bills_and_regular_debt_repayments"
"ADDDEC","enough money to keep your home in a decent state of décor","Adult(s) have this , Adult(s) would like to have this but cannot afford , Adult(s) do not want / need this , Does not apply ","object","enough_money_to_keep_your_home_in_a_decent_state_of_dcor"
"ADDHOL","hols away from home one week a year+ not staying with rels","Adult(s) have this , Adult(s) would like to have this but cannot afford , Adult(s) do not want / need this , Does not apply ","object","hols_away_from_home_one_week_a_year_not_staying_with_rels"
"ADDHOLR","hols away from home one week a year staying with rels","Adult(s) have this , Adult(s) would like to have this but cannot afford , Adult(s) do not want / need this , Does not apply ","object","hols_away_from_home_one_week_a_year_staying_with_rels"
"ADDINS","household contents insurance","Adult(s) have this , Adult(s) would like to have this but cannot afford , Adult(s) do not want / need this , Does not apply ","object","household_contents_insurance"
"ADDMON","make savings of £10 a month or more","Adult(s) do this , Adult(s) would like to do this but cannot afford , Adult(s) do not want / need this , Does not apply ","object","make_savings_of_10_a_month_or_more"
"ADEPFUR","replace any worn out furniture","Adult(s) do this , Adult(s) would like to do this but cannot afford , Adult(s) do not want / need this , Does not apply ","object","replace_any_worn_out_furniture"
"ADLES","Do you regularly participate in a hobby or leisure activity?","Adult(s) have this , Adult(s) would like to have this but cannot afford , Adult(s) do not want / need this , Does not apply ","object","Do_you_regularly_participate_in_a_hobby_or_leisure_activity"
"ADLESNT1","Why no regular leisure activity: no money for this","Yes , No , None ","object","Why_no_regular_leisure_activity_no_money_for_this"
"ADLESNT2","Why no regular leisure activity: not priority on current income","Yes , No , None ","object","Why_no_regular_leisure_activity_not_priority_on_current_income"
"ADLESNT3","Why no regular leisure activity: health,disability prevents me","Yes , No , None ","object","Why_no_regular_leisure_activity_healthdisability_prevents_me"
"ADLESNT4","Why no regular leisure activity: too much trouble,too tiring","Yes , No , None ","object","Why_no_regular_leisure_activity_too_much_troubletoo_tiring"
"ADLESNT5","Why no regular leisure activity: no one to do this with or help me","Yes , No , None ","object","Why_no_regular_leisure_activity_no_one_to_do_this_with_or_help"
"ADLESNT6","Why no regular leisure activity: Not something I want","Yes , No , None ","object","Why_no_regular_leisure_activity_Not_something_I_want"
"ADLESNT7","Why no regular leisure activity: not relevant to me","Yes , No , None ","object","Why_no_regular_leisure_activity_not_relevant_to_me"
"ADLESNT8","Why no regular leisure activity: Other reason","Yes , No , None ","object","Why_no_regular_leisure_activity_Other_reason"
"ADLESOA","Do you regularly participate in a hobby or leisure activity?","Yes , No ","object","Do_you_regularly_participate_in_a_hobby_or_leisure_activity"
"AF1","replace or repair broken electrical goods","Adult(s) do this , Adult(s) would like to do this but cannot afford , Adult(s) do not want / need this , Does not apply ","object","replace_or_repair_broken_electrical_goods"
"AFDEP2","money to spend each week on yourself, not on your family","Adult(s) do this , Adult(s) would like to do this but cannot afford , Adult(s) do not want / need this , Does not apply ","object","money_to_spend_each_week_on_yourself_not_on_your_family"
"BILLNT1","Why not pay bills: no money for this","Yes , No , Not applicable ","object","Why_not_pay_bills_no_money_for_this"
"BILLNT2","Why not pay bills: not priority on current income","Yes , No , Not applicable ","object","Why_not_pay_bills_not_priority_on_current_income"
"BILLNT3","Why not pay bills: health,disability prevents me","Yes , No , Not applicable ","object","Why_not_pay_bills_healthdisability_prevents_me"
"BILLNT4","Why not pay bills: too much trouble,too tiring","Yes , No , Not applicable ","object","Why_not_pay_bills_too_much_troubletoo_tiring"
"BILLNT5","Why not pay bills: no one to do this with or help me","Yes , No , Not applicable ","object","Why_not_pay_bills_no_one_to_do_this_with_or_help_me"
"BILLNT6","Why not pay bills: not something I want","Yes , No , Not applicable ","object","Why_not_pay_bills_not_something_I_want"
"BILLNT7","Why not pay bills: not relevant to me","Yes , No , Not applicable ","object","Why_not_pay_bills_not_relevant_to_me"
"BILLNT8","Why not pay bills: other reason","Yes , No , Not applicable ","object","Why_not_pay_bills_other_reason"
"BILLNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"CDELPLY","outdoor space,facilities nearby where kids play in safety","Yes , No ","object","outdoor_spacefacilities_nearby_where_kids_play_in_safety"
"CDEPACT","Attends regular organised activity outside school each week","Child(ren) do this , Child(ren) would like to do this but we cannot afford , Child(ren) do not want /need this , Does not apply ","object","Attends_regular_organised_activity_outside_school_each_week"
"CDEPBED","enough bedrooms for every child over 10","Child(ren) have this , Child(ren) would like to have this but we cannot afford , Child(ren) do not want / need this , Does not apply ","object","enough_bedrooms_for_every_child_over_10"
"CDEPCEL","celebrations on special occasions","Child(ren) have this , Child(ren) would like to have this but we cannot afford , Child(ren) do not want / need this , Does not apply ","object","celebrations_on_special_occasions"
"CDEPEQP","leisure equipment such as sports equipment or a bicycle","Child(ren) have this , Child(ren) would like to have this but we cannot afford , Child(ren) do not want / need this , Does not apply ","object","leisure_equipment_such_as_sports_equipment_or_a_bicycle"
"CDEPHOL","a holiday away from home at least 1 week a year with family","Child(ren) have this , Child(ren) would like to have this but we cannot afford , Child(ren) do not want / need this , Does not apply ","object","a_holiday_away_from_home_at_least_1_week_a_year_with_family"
"CDEPLES","a hobby or leisure activity","Child(ren) do this , Child(ren) would like to do this but we cannot afford , Child(ren) do not want /need this , Does not apply ","object","a_hobby_or_leisure_activity"
"CDEPTEA","have friends round for tea or a snack once a fortnight","Child(ren) do this , Child(ren) would like to do this but we cannot afford , Child(ren) do not want /need this , Does not apply ","object","have_friends_round_for_tea_or_a_snack_once_a_fortnight"
"CDEPTRP","go on a school trip at least once a term","Child(ren) do this , Child(ren) would like to do this but we cannot afford , Child(ren) do not want /need this , Does not apply ","object","go_on_a_school_trip_at_least_once_a_term"
"CDEPVEG","Eat fresh fruit or veg every day","Child(ren) have this , Child(ren) would like to have this but we cannot afford , Child(ren) do not want / need this , Does not apply ","object","Eat_fresh_fruit_or_veg_every_day"
"CDPCOAT","Have a warm winter coat","Child(ren) have this , Child(ren) would like to have this but we cannot afford , Child(ren) do not want / need this , Does not apply ","object","Have_a_warm_winter_coat"
"CLOTHES","Do you replace worn-out clothes with new ones?","Adult(s) have this , Adult(s) would like to have this but cannot afford , Adult(s) do not want / need this , Does not apply ","object","Do_you_replace_wornout_clothes_with_new_ones"
"CLOTHNT1","Why do not replace worn-out clothes: No money for this","Yes , No , None ","object","Why_do_not_replace_wornout_clothes_No_money_for_this"
"CLOTHNT2","Why do not replace worn-out clothes: Not priority on current income","Yes , No , None ","object","Why_do_not_replace_wornout_clothes_Not_priority_on_current_inc"
"CLOTHNT3","Why do not replace worn-out clothes: Health,disability prevents me","Yes , No , None ","object","Why_do_not_replace_wornout_clothes_Healthdisability_prevents_m"
"CLOTHNT4","Why do not replace worn-out clothes: Too much trouble,too tiring","Yes , No , None ","object","Why_do_not_replace_wornout_clothes_Too_much_troubletoo_tiring"
"CLOTHNT5","Why do not replace worn-out clothes: No one to do this with or help me","Yes , No , None ","object","Why_do_not_replace_wornout_clothes_No_one_to_do_this_with_or_h"
"CLOTHNT6","Why do not replace worn-out clothes: Not something I want","Yes , No , None ","object","Why_do_not_replace_wornout_clothes_Not_something_I_want"
"CLOTHNT7","Why do not replace worn-out clothes: Not relevant to me","Yes , No , None ","object","Why_do_not_replace_wornout_clothes_Not_relevant_to_me"
"CLOTHNT8","Why do not replace worn-out clothes: Other reason","Yes , No , None ","object","Why_do_not_replace_wornout_clothes_Other_reason"
"CLOTHSOA","Do you replace worn-out clothes with new ones?","Yes , No ","object","Do_you_replace_wornout_clothes_with_new_ones"
"COATNT1","Why no waterproof coat: no money for this","Yes , No , Not applicable ","object","Why_no_waterproof_coat_no_money_for_this"
"COATNT2","Why no waterproof coat: not priority on current income","Yes , No , Not applicable ","object","Why_no_waterproof_coat_not_priority_on_current_income"
"COATNT3","Why no waterproof coat: health,disability prevents me","Yes , No , Not applicable ","object","Why_no_waterproof_coat_healthdisability_prevents_me"
"COATNT4","Why no waterproof coat: too much trouble,too tiring","Yes , No , Not applicable ","object","Why_no_waterproof_coat_too_much_troubletoo_tiring"
"COATNT5","Why no waterproof coat: no one to do this with or help me","Yes , No , Not applicable ","object","Why_no_waterproof_coat_no_one_to_do_this_with_or_help_me"
"COATNT6","Why no waterproof coat: not something I want","Yes , No , Not applicable ","object","Why_no_waterproof_coat_not_something_I_want"
"COATNT7","Why no waterproof coat: not relevant to me","Yes , No , Not applicable ","object","Why_no_waterproof_coat_not_relevant_to_me"
"COATNT8","Why no waterproof coat: other reason","Yes , No , Not applicable ","object","Why_no_waterproof_coat_other_reason"
"COATNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"COMPUTER","Does your household have a home computer","Yes , No ","object","Does_your_household_have_a_home_computer"
"COMPUWHY","Why dont your household have a home computer Is it because","Don't want one , Would like one but cannot afford it , Or is there some other reason? ","object","Why_dont_your_household_have_a_home_computer_Is_it_because"
"COOKNT1","Why not replace cooker: no money for this","Yes , No , Not applicable ","object","Why_not_replace_cooker_no_money_for_this"
"COOKNT2","Why not replace cooker: not priority on current income","Yes , No , Not applicable ","object","Why_not_replace_cooker_not_priority_on_current_income"
"COOKNT3","Why not replace cooker: health,disability prevents me","Yes , No , Not applicable ","object","Why_not_replace_cooker_healthdisability_prevents_me"
"COOKNT4","Why not replace cooker: too much trouble,too tiring","Yes , No , Not applicable ","object","Why_not_replace_cooker_too_much_troubletoo_tiring"
"COOKNT5","Why not replace cooker: no one to do this with or help me","Yes , No , Not applicable ","object","Why_not_replace_cooker_no_one_to_do_this_with_or_help_me"
"COOKNT6","Why not replace cooker: not something I want","Yes , No , Not applicable ","object","Why_not_replace_cooker_not_something_I_want"
"COOKNT7","Why not replace cooker: not relevant to me","Yes , No , Not applicable ","object","Why_not_replace_cooker_not_relevant_to_me"
"COOKNT8","Why not replace cooker: other reason","Yes , No , Not applicable ","object","Why_not_replace_cooker_other_reason"
"COOKNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"CPLAY","Go to a playgroup at least once a week","Child(ren) do this , Child(ren) would like to do this but we cannot afford , Child(ren) do not want /need this , Does not apply ","object","Go_to_a_playgroup_at_least_once_a_week"
"CRIME","Do you have crime,violence,vandalism in the area","Yes , No ","object","Do_you_have_crimeviolencevandalism_in_the_area"
"DAMP","Does accom have leaking roof, damp walls,floors,foundations","Yes , No ","object","Does_accom_have_leaking_roof_damp_wallsfloorsfoundations"
"DAMPNT1","Why no damp free home: no money for this","Yes , No , Not applicable ","object","Why_no_damp_free_home_no_money_for_this"
"DAMPNT2","Why no damp free home: not priority on current income","Yes , No , Not applicable ","object","Why_no_damp_free_home_not_priority_on_current_income"
"DAMPNT3","Why no damp free home: health,disability prevents me","Yes , No , Not applicable ","object","Why_no_damp_free_home_healthdisability_prevents_me"
"DAMPNT4","Why no damp free home: too much trouble,too tiring","Yes , No , Not applicable ","object","Why_no_damp_free_home_too_much_troubletoo_tiring"
"DAMPNT5","Why no damp free home: no one to do this with or help me","Yes , No , Not applicable ","object","Why_no_damp_free_home_no_one_to_do_this_with_or_help_me"
"DAMPNT6","Why no damp free home: not something I want","Yes , No , Not applicable ","object","Why_no_damp_free_home_not_something_I_want"
"DAMPNT7","Why no damp free home: not relevant to me","Yes , No , Not applicable ","object","Why_no_damp_free_home_not_relevant_to_me"
"DAMPNT8","Why no damp free home: other reason","Yes , No , Not applicable ","object","Why_no_damp_free_home_other_reason"
"DAMPNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"DARK","Is your accom too dark or not enough daylight","Yes , No ","object","Is_your_accom_too_dark_or_not_enough_daylight"
