"Variable","Variable Label","Possible Values","Column Type","Column Name"
"SERNUM","Sernum","","int64","Sernum"
"BENUNIT","Benefit Unit","","int64","Benefit_Unit"
"NEEDPER","Person receiving help","","int64","Person_receiving_help"
"DAYNIGHT","Whether help given day or night or both","","int64","Whether_help_given_day_or_night_or_both"
"FREQ","Frequency of help","","int64","Frequency_of_help"
"HOUR01","Hours spent given care by person 1","","int64","Hours_spent_given_care_by_person_1"
"HOUR02","Hours spent given care by person 2","","int64","Hours_spent_given_care_by_person_2"
"HOUR03","Hours spent given care by person 3","","int64","Hours_spent_given_care_by_person_3"
"HOUR04","Hours spent given care by person 4","","int64","Hours_spent_given_care_by_person_4"
"HOUR05","Hours spent given care by person 5","","int64","Hours_spent_given_care_by_person_5"
"HOUR06","Hours spent given care by person 6","","int64","Hours_spent_given_care_by_person_6"
"HOUR07","Hours spent given care by person 7","","int64","Hours_spent_given_care_by_person_7"
"HOUR08","Hours spent given care by person 8","","int64","Hours_spent_given_care_by_person_8"
"HOUR09","Hours spent given care by person 9","","int64","Hours_spent_given_care_by_person_9"
"HOUR10","Hours spent given care by person 10","","int64","Hours_spent_given_care_by_person_10"
"HOUR11","Hours spent given care by person 11","","int64","Hours_spent_given_care_by_person_11"
"HOUR12","Hours spent given care by person 12","","int64","Hours_spent_given_care_by_person_12"
"HOUR13","Hours spent given care by person 13","","int64","Hours_spent_given_care_by_person_13"
"HOUR14","Hours spent given care by person 14","","int64","Hours_spent_given_care_by_person_14"
"HOUR15","Hours spent given care by Relative","","int64","Hours_spent_given_care_by_Relative"
"HOUR16","Hours spent given care by Friends","","int64","Hours_spent_given_care_by_Friends"
"HOUR17","Hours spent given care by LA Help","","int64","Hours_spent_given_care_by_LA_Help"
"HOUR18","Hours spent given care by Domestic","","int64","Hours_spent_given_care_by_Domestic"
"HOUR19","Hours spent given care by Nurse","","int64","Hours_spent_given_care_by_Nurse"
"HOUR20","Hours spent given care by Helpers","","int64","Hours_spent_given_care_by_Helpers"
"ISSUE","Whether Mainstage or Reissue","","int64","Whether_Mainstage_or_Reissue"
"WHOLOO01","Whether care given by person 1","","int64","Whether_care_given_by_person_1"
"WHOLOO02","Whether care given by person 2","","int64","Whether_care_given_by_person_2"
"WHOLOO03","Whether care given by person 3","","int64","Whether_care_given_by_person_3"
"WHOLOO04","Whether care given by person 4","","int64","Whether_care_given_by_person_4"
"WHOLOO05","Whether care given by person 5","","int64","Whether_care_given_by_person_5"
"WHOLOO06","Whether care given by person 6","","int64","Whether_care_given_by_person_6"
"WHOLOO07","Whether care given by person 7","","int64","Whether_care_given_by_person_7"
"WHOLOO08","Whether care given by person 8","","int64","Whether_care_given_by_person_8"
"WHOLOO09","Whether care given by person 9","","int64","Whether_care_given_by_person_9"
"WHOLOO10","Whether care given by person 10","","int64","Whether_care_given_by_person_10"
"WHOLOO11","Whether care given by Person 11","","int64","Whether_care_given_by_Person_11"
"WHOLOO12","Whether care given by Person 12","","int64","Whether_care_given_by_Person_12"
"WHOLOO13","Whether care given by Person 13","","int64","Whether_care_given_by_Person_13"
"WHOLOO14","Whether care given by Person 14","","int64","Whether_care_given_by_Person_14"
"WHOLOO15","Whether care given by Relatives","","int64","Whether_care_given_by_Relatives"
"WHOLOO16","Whether care given by Friends","","int64","Whether_care_given_by_Friends"
"WHOLOO17","Whether care given by LA help","","int64","Whether_care_given_by_LA_help"
"WHOLOO18","Whether care given by Domestic","","int64","Whether_care_given_by_Domestic"
"WHOLOO19","Whether care given by Nurse","","int64","Whether_care_given_by_Nurse"
"WHOLOO20","Whether care given by Helpers","","int64","Whether_care_given_by_Helpers"
"MONTH_","Month code (Source)","","int64","Month_code_Source"
