"Variable","Variable Label","Possible Values","Column Type","Column Name"
"ACTHR1","Actual hours excluding overtime","","float64","Actual_hours_excluding_overtime"
"ACTHR2","Actual hours excluding overtime","","float64","Actual_hours_excluding_overtime"
"ACTHR21","2nd job actual hours including overtime","97 or more, Don't know or refusal","object","2nd_job_actual_hours_including_overtime"
"ACTHR22","2nd job actual hours including overtime","97 or more, Don't know or refusal","object","2nd_job_actual_hours_including_overtime"
"ACTHR23","2nd job actual hours including overtime","97 or more, Don't know or refusal","object","2nd_job_actual_hours_including_overtime"
"ACTHR24","2nd job actual hours including overtime","97 or more, Don't know or refusal","object","2nd_job_actual_hours_including_overtime"
"ACTHR25","2nd job actual hours including overtime","97 or more, Don't know or refusal","object","2nd_job_actual_hours_including_overtime"
"ACTHR3","Actual hours excluding overtime","","float64","Actual_hours_excluding_overtime"
"ACTHR4","Actual hours excluding overtime","","float64","Actual_hours_excluding_overtime"
"ACTHR5","Actual hours excluding overtime","","float64","Actual_hours_excluding_overtime"
"ADDJOB1","Looking for new or additional job","New job to replace present main job, Additional job","object","Looking_for_new_or_additional_job"
"ADDJOB2","Looking for new or additional job","New job to replace present main job, Additional job","object","Looking_for_new_or_additional_job"
"ADDJOB3","Looking for new or additional job","New job to replace present main job, Additional job","object","Looking_for_new_or_additional_job"
"ADDJOB4","Looking for new or additional job","New job to replace present main job, Additional job","object","Looking_for_new_or_additional_job"
"ADDJOB5","Looking for new or additional job","New job to replace present main job, Additional job","object","Looking_for_new_or_additional_job"
"ADVHST1","Number of advanced highers","One advanced higher, More than one, Don't Know","object","Number_of_advanced_highers"
"ADVHST2","Number of advanced highers","One advanced higher, More than one, Don't Know","object","Number_of_advanced_highers"
"ADVHST3","Number of advanced highers","One advanced higher, More than one, Don't Know","object","Number_of_advanced_highers"
"ADVHST4","Number of advanced highers","One advanced higher, More than one, Don't Know","object","Number_of_advanced_highers"
"ADVHST5","Number of advanced highers","One advanced higher, More than one, Don't Know","object","Number_of_advanced_highers"
"AGE1","Age of respondent","99 and over","int64","Age_of_respondent"
"AGE2","Age of respondent","99 and over","int64","Age_of_respondent"
"AGE3","Age of respondent","99 and over","int64","Age_of_respondent"
"AGE4","Age of respondent","99 and over","int64","Age_of_respondent"
"AGE5","Age of respondent","99 and over","int64","Age_of_respondent"
"AGES1","Age bands","0-4yrs, 5-9yrs, 10-15yrs, 16-19yrs, 20-24yrs, 25-29yrs, 30-34yrs, 35-39yrs, 40-44yrs, 45-49yrs, 50-54yrs, 55-59yrs, 60-64yrs, 65-69yrs, 70 and over","object","Age_bands"
"AGES2","Age bands","0-4yrs, 5-9yrs, 10-15yrs, 16-19yrs, 20-24yrs, 25-29yrs, 30-34yrs, 35-39yrs, 40-44yrs, 45-49yrs, 50-54yrs, 55-59yrs, 60-64yrs, 65-69yrs, 70 and over","object","Age_bands"
